MDP,MDV,MNZT,MZT,NDB,NDO,NDZ,RDR1,RDR2,RDR3,RDelbow2,RDelbow3,RUR1,RUR2,RUR3,RUelbow2,RUelbow3,SEL,SIL,bmUnitID,company,dump_date,unit,unit_dynamic_type,unit_type
,,,,,,,,,,,,20.0,20.0,20.0,10,50,,,T_HMGTO-1,EC&R UK Humber Wind Limited,2017-08-01 16:20:00,HMGTO-1,RURE,T
,,,,,,,,,,,,20.0,20.0,20.0,10,50,,,T_HMGTO-2,EC&R UK Humber Wind Limited,2017-08-01 16:21:00,HMGTO-2,RURE,T
,,,,,,,,,,,,65.0,,,,,,,T_HRSTW-1,SP Renewables (UK) Limited,2016-08-23 11:11:00,HRSTW-1,RURE,T
,,,,,,,,,,,,2.0,6.0,,190,,,,T_HRTL-1,EDF Energy Nuclear Generation,2010-09-08 17:01:00,HRTL-1,RURE,T
,,,,,,,,,,,,2.0,6.0,,190,,,,T_HRTL-2,EDF Energy Nuclear Generation,2010-09-08 17:04:00,HRTL-2,RURE,T
,,,,,,,,,,,,16.0,24.0,10.0,600,1045,,,T_HUMR-1,VPI Immingham LLP,2018-10-09 15:59:00,HUMR-1,RURE,T
,,,,,,,,,,,,10.0,10.0,5.0,100,172,,,T_HUNB-7,EDF Energy Nuclear Generation,2010-11-17 14:44:00,HUNB-7,RURE,T
,,,,,,,,,,,,10.0,10.0,5.0,100,170,,,T_HUNB-8,EDF Energy Nuclear Generation,2010-11-17 14:45:00,HUNB-8,RURE,T
,,,,,,,,,,,,50.0,50.0,50.0,133,140,,,T_INDQ-1,Indian Queens Power Ltd,2015-09-21 18:10:00,INDQ-1,RURE,T
,,,,,,,,,,,,4.9,0.4,13.0,60,123,,,T_KEAD-1,Keadby Generation Limited,2018-10-14 09:31:00,KEAD-1,RURE,T
,,,,,,,,,,,,3.2,,,,,,,T_KEADGT-3,Keadby Generation Limited,2015-10-28 09:33:00,KEADGT-3,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_KILBW-1,Kilbraur Wind Energy Ltd,2013-05-14 08:16:00,KILBW-1,RURE,T
,,,,,,,,,,,,22.0,0.2,22.0,158,159,,,T_KILLPG-1,Uniper UK Limited,2018-09-04 18:01:00,KILLPG-1,RURE,T
,,,,,,,,,,,,28.0,28.0,30.0,140,240,,,T_KILLPG-2,Uniper UK Limited,2018-06-26 15:18:00,KILLPG-2,RURE,T
,,,,,,,,,,,,7.0,0.2,10.0,40,68,,,T_KILNS-1,Centrica KPS Limited,2016-02-17 18:54:00,KILNS-1,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_KLGLW-1,SP Renewables (UK) Limited,2018-09-23 18:29:00,KLGLW-1,RURE,T
,,,,,,,,,,,,27.0,2.0,1.0,783,803,,,T_LAGA-1,EP UK INVESTMENTS LIMITED,2018-10-14 05:00:00,LAGA-1,RURE,T
,,,,,,,,,,,,75.0,75.0,75.0,50,100,,,T_LARYW-1,London Array Limited,2017-08-01 16:29:00,LARYO-1,RURE,T
,,,,,,,,,,,,75.0,75.0,75.0,50,100,,,T_LARYW-2,London Array Limited,2017-08-01 16:30:00,LARYO-2,RURE,T
,,,,,,,,,,,,80.0,80.0,80.0,50,100,,,T_LARYW-3,London Array Limited,2017-08-01 16:31:00,LARYO-3,RURE,T
,,,,,,,,,,,,80.0,80.0,80.0,50,100,,,T_LARYW-4,London Array Limited,2017-08-02 09:16:00,LARYO-4,RURE,T
,,,,,,,,,,,,50.0,7.0,25.0,50,220,,,T_LBAR-1,RWE Generation UK plc,2018-10-01 12:53:00,LBAR-1,RURE,T
,,,,,,,,,,,,4.0,4.0,4.0,1,17,,,T_LBAR-1G,RWE Generation UK plc,2011-04-14 15:58:00,LBAR-1G,RURE,T
,,,,,,,,,,,,121.0,121.0,121.0,1,2,,,T_LNCSW-1,Lincs Wind Farm Ltd,2018-04-17 05:32:00,LNCSO-1,RURE,T
,,,,,,,,,,,,135.0,135.0,135.0,1,2,,,T_LNCSW-2,Lincs Wind Farm Ltd,2018-04-17 05:34:00,LNCSO-2,RURE,T
,,,,,,,,,,,,5.0,0.2,5.0,15,78,,,T_MEDP-1,Medway Power Ltd,2018-10-04 00:35:00,MEDP-1,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_MILWW-1,Millennium Wind Energy Ltd,2013-05-14 08:18:00,MILWW-1,RURE,T
,,,,,,,,,,,,53.0,,,,,,,T_MKHLW-1,SP Renewables (UK) Limited,2016-08-23 11:11:00,MKHLW-1,RURE,T
,,,,,,,,,,,,10.0,1.4,30.0,200,231,,,T_MRWD-1,Marchwood Power Limited,2018-10-14 10:03:00,MRWD-1,RURE,T
,,,,,,,,,,,,4.0,4.0,4.0,14,15,,,T_NANT-1,SSE Generation Ltd,2005-04-01 00:21:00,NANT-1,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_OMNDW-1,Ormonde Energy Ltd,2013-05-14 08:22:00,OMNDO-1,RURE,T
,,,,,,,,,,,,10.0,2.4,30.0,380,720,,,T_PEHE-1,SSE Generation Ltd,2018-10-14 15:47:00,PEHE-1,RURE,T
,,,,,,,,,,,,20.0,2.0,8.0,40,140,,,T_PEHE-2,SSE Generation Ltd,2011-03-18 16:11:00,PEHE-2,RURE,T
,,,,,,,,,,,,17.5,0.3,17.5,178,188,,,T_PEMB-11,RWE Generation UK plc,2018-10-14 09:48:00,PEMB-11,RURE,T
,,,,,,,,,,,,17.5,0.3,17.5,178,188,,,T_PEMB-21,RWE Generation UK plc,2018-10-14 07:02:00,PEMB-21,RURE,T
,,,,,,,,,,,,17.5,0.3,17.5,178,188,,,T_PEMB-31,RWE Generation UK plc,2018-10-14 07:59:00,PEMB-31,RURE,T
,,,,,,,,,,,,17.5,0.3,17.5,178,188,,,T_PEMB-41,RWE Generation UK plc,2018-10-10 07:45:00,PEMB-41,RURE,T
,,,,,,,,,,,,17.5,0.3,17.5,178,188,,,T_PEMB-51,RWE Generation UK plc,2018-10-14 08:13:00,PEMB-51,RURE,T
,,,,,,,,,,,,0.5,5.0,5.0,50,450,,,T_RATS-1,Uniper UK Limited,2018-07-23 12:29:00,RATS-1,RURE,T
,,,,,,,,,,,,0.8,5.0,5.0,50,450,,,T_RATS-2,Uniper UK Limited,2018-10-06 17:45:00,RATS-2,RURE,T
,,,,,,,,,,,,0.8,5.0,5.0,50,450,,,T_RATS-3,Uniper UK Limited,2018-10-08 22:59:00,RATS-3,RURE,T
,,,,,,,,,,,,10.0,8.0,8.0,230,450,,,T_RATS-4,Uniper UK Limited,2018-10-14 11:24:00,RATS-4,RURE,T
,,,,,,,,,,,,8.4,8.6,8.6,2,16,,,T_RATSGT-2,Uniper UK Limited,2018-06-26 11:31:00,RATSGT-2,RURE,T
,,,,,,,,,,,,8.4,8.6,8.6,2,16,,,T_RATSGT-4,Uniper UK Limited,2018-06-26 11:31:00,RATSGT-4,RURE,T
,,,,,,,,,,,,295.0,295.0,295.0,1,2,,,T_RCBKO-1,Race Bank Wind Farm Ltd,2018-04-17 05:50:00,RCBKO-1,RURE,T
,,,,,,,,,,,,295.0,295.0,295.0,1,2,,,T_RCBKO-2,Race Bank Wind Farm Ltd,2018-04-17 05:52:00,RCBKO-2,RURE,T
,,,,,,,,,,,,75.0,75.0,75.0,50,100,,,T_RMPNO-1,Rampion Offshore Windfarm Ltd,2017-11-26 15:15:00,RMPNO-1,RURE,T
,,,,,,,,,,,,75.0,75.0,75.0,50,100,,,T_RMPNO-2,Rampion Offshore Windfarm Ltd,2017-11-26 17:21:00,RMPNO-2,RURE,T
,,,,,,,,,,,,8.3,0.5,28.0,54,64,,,T_ROCK-1,Rocksavage Power Company Ltd,2018-10-13 05:49:00,ROCK-1,RURE,T
,,,,,,,,,,,,30.0,30.0,30.0,50,100,,,T_RREW-1,E.ON UK plc,2017-08-01 16:24:00,RREW-1,RURE,T
,,,,,,,,,,,,30.0,30.0,30.0,50,100,,,T_RRWW-1,E.ON UK plc,2017-08-01 16:25:00,RRWW-1,RURE,T
,,,,,,,,,,,,10.0,,,,,,,T_RUGGT-6,Rugeley Power Generation Ltd,2015-10-29 10:29:00,RUGGT-6,RURE,T
,,,,,,,,,,,,10.0,,,,,,,T_RUGGT-7,Rugeley Power Generation Ltd,2007-09-28 15:23:00,RUGGT-7,RURE,T
,,,,,,,,,,,,3.0,3.0,10.0,90,245,,,T_RUGPS-6,Rugeley Power Generation Ltd,2016-06-06 12:08:00,RUGPS-6,RURE,T
,,,,,,,,,,,,25.0,8.0,10.0,90,245,,,T_RUGPS-7,Rugeley Power Generation Ltd,2015-12-21 22:51:00,RUGPS-7,RURE,T
,,,,,,,,,,,,2.0,5.0,15.0,70,270,,,T_RYHPS-1,SP Generation Ltd,2018-10-14 15:31:00,RYHPS-1,RURE,T
,,,,,,,,,,,,16.0,4.6,16.0,120,150,,,T_SCCL-1,SCCL,2018-10-12 05:37:00,SCCL-1,RURE,T
,,,,,,,,,,,,16.0,4.6,16.0,120,150,,,T_SCCL-2,SCCL,2018-10-10 22:12:00,SCCL-2,RURE,T
,,,,,,,,,,,,16.0,4.6,16.0,120,150,,,T_SCCL-3,SCCL,2018-10-10 22:14:00,SCCL-3,RURE,T
,,,,,,,,,,,,10.0,,,,,,,T_SCCL-4,SCCL,2001-03-30 11:00:00,SCCLD-1,RURE,T
,,,,,,,,,,,,13.0,3.8,26.0,300,450,,,T_SEAB-1,Seabank Power Limited,2018-10-14 15:09:00,SEAB-1,RURE,T
,,,,,,,,,,,,8.6,3.0,13.0,100,230,,,T_SEAB-2,Seabank Power Limited,2018-10-14 06:55:00,SEAB-2,RURE,T
,,,,,,,,,,,,14.0,,,,,,,T_SHBA-1,EP UK INVESTMENTS LIMITED,2018-10-14 07:18:00,SHBA-1,RURE,T
,,,,,,,,,,,,27.0,,,,,,,T_SHBA-2,EP UK INVESTMENTS LIMITED,2018-10-14 10:59:00,SHBA-2,RURE,T
,,,,,,,,,,,,1.0,,,,,,,T_SIZB-1,EDF Energy Nuclear Generation,2010-12-15 12:43:00,SIZB-1,RURE,T
,,,,,,,,,,,,3.0,,,,,,,T_SIZB-2,EDF Energy Nuclear Generation,2012-03-13 05:00:00,SIZB-2,RURE,T
,,,,,,,,,,,,12.0,12.0,12.0,3,30,,,T_SLOY-2,SSE Generation Ltd,2005-03-31 23:00:00,SLOY-2,RURE,T
,,,,,,,,,,,,12.0,12.0,12.0,3,30,,,T_SLOY-3,SSE Generation Ltd,2005-03-31 23:00:00,SLOY-3,RURE,T
,,,,,,,,,,,,0.6,0.7,16.0,30,140,,,T_SPLN-1,Spalding Energy Company Ltd,2018-10-08 06:24:00,SPLN-1,RURE,T
,,,,,,,,,,,,17.5,0.4,17.5,175,180,,,T_STAY-1,RWE Generation UK plc,2018-10-11 06:28:00,STAY-1,RURE,T
,,,,,,,,,,,,0.7,2.5,17.5,50,175,,,T_STAY-2,RWE Generation UK plc,2018-10-14 15:21:00,STAY-2,RURE,T
,,,,,,,,,,,,17.5,0.4,17.5,175,180,,,T_STAY-3,RWE Generation UK plc,2018-10-12 06:44:00,STAY-3,RURE,T
,,,,,,,,,,,,0.3,4.1,17.5,57,175,,,T_STAY-4,RWE Generation UK plc,2018-09-08 05:50:00,STAY-4,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_STRNW-1,SSE Generation Ltd,2015-11-12 16:54:00,STRNW-1,RURE,T
,,,,,,,,,,,,10.0,0.5,6.0,80,128,,,T_SUTB-1,SUTTON BRIDGE POWER GENERATION,2018-08-31 22:39:00,SUTB-1,RURE,T
,,,,,,,,,,,,6.6,0.2,13.0,99,105,,,T_SVRP-10,Severn Power Limited,2018-10-14 08:13:00,SVRP-10,RURE,T
,,,,,,,,,,,,3.6,0.2,7.0,90,110,,,T_SVRP-20,Severn Power Limited,2018-10-14 09:19:00,SVRP-20,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_TDBNW-1,SSE Generation Ltd,2013-05-14 08:26:00,TDBNW-1,RURE,T
,,,,,,,,,,,,4.0,,,,,,,T_TORN-1,EDF Energy Nuclear Generation,2010-12-01 16:35:00,TORN-1,RURE,T
,,,,,,,,,,,,4.0,,,,,,,T_TORN-2,EDF Energy Nuclear Generation,2010-12-01 16:46:00,TORN-2,RURE,T
,,,,,,,,,,,,6.0,0.2,6.0,60,61,,,T_USKM-13,SIMEC Uskmouth Power Limited,2017-03-30 20:56:00,USKM-13,RURE,T
,,,,,,,,,,,,6.0,0.2,6.0,60,61,,,T_USKM-14,SIMEC Uskmouth Power Limited,2017-03-30 16:11:00,USKM-14,RURE,T
,,,,,,,,,,,,6.0,0.2,6.0,60,61,,,T_USKM-15,SIMEC Uskmouth Power Limited,2014-03-29 17:43:00,USKM-15,RURE,T
,,,,,,,,,,,,10.0,19.0,20.0,19,20,,,T_WBUGT-1,EDF Energy (WBP) Limited,2017-06-23 14:39:00,WBUGT-1,RURE,T
,,,,,,,,,,,,10.0,19.0,20.0,19,20,,,T_WBUGT-4,EDF Energy (WBP) Limited,2017-06-23 14:40:00,WBUGT-4,RURE,T
,,,,,,,,,,,,999.0,1.1,3.3,10,100,,,T_WBUPS-1,EDF Energy (WBP) Limited,2018-09-17 23:08:00,WBUPS-1,RURE,T
,,,,,,,,,,,,999.0,1.1,3.3,10,100,,,T_WBUPS-2,EDF Energy (WBP) Limited,2018-09-30 21:29:00,WBUPS-2,RURE,T
,,,,,,,,,,,,999.0,1.1,3.3,10,100,,,T_WBUPS-3,EDF Energy (WBP) Limited,2018-09-30 04:27:00,WBUPS-3,RURE,T
,,,,,,,,,,,,999.0,1.1,3.3,10,100,,,T_WBUPS-4,EDF Energy (WBP) Limited,2018-06-30 04:05:00,WBUPS-4,RURE,T
,,,,,,,,,,,,30.0,1.4,24.0,30,118,,,T_WBURB-1,EDF Energy (WBP) Limited,2018-10-12 21:26:00,WBURB-1,RURE,T
,,,,,,,,,,,,30.0,1.4,24.0,30,118,,,T_WBURB-2,EDF Energy (WBP) Limited,2018-09-05 18:57:00,WBURB-2,RURE,T
,,,,,,,,,,,,30.0,1.4,24.0,30,118,,,T_WBURB-3,EDF Energy (WBP) Limited,2018-09-30 10:10:00,WBURB-3,RURE,T
,,,,,,,,,,,,191.0,,,,,,,T_WDNSO-1,Morecambe Wind Limited,2016-08-23 11:12:00,WDNSO-1,RURE,T
,,,,,,,,,,,,191.0,,,,,,,T_WDNSO-2,Morecambe Wind Limited,2016-08-23 11:12:00,WDNSO-2,RURE,T
,,,,,,,,,,,,13.5,,,,,,,T_WHIHW-1,WHWF1985,2018-04-19 12:20:00,WHIHW-1,RURE,T
,,,,,,,,,,,,305.0,,,,,,,T_WHILW-1,SP Renewables (UK) Limited,2016-08-23 11:12:00,WHILW-1,RURE,T
,,,,,,,,,,,,206.0,,,,,,,T_WHILW-2,SP Renewables (UK) Limited,2016-08-23 11:12:00,WHILW-2,RURE,T
,,,,,,,,,,,,5.0,,,,,,,T_WILCT-1,SembCorp Utilities (UK) Ltd,2017-03-27 14:10:00,WILCT-1,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_WLNYO-2,Walney Offshore Windfarms Ltd,2013-05-14 08:29:00,WLNYO-2,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_WLNYO-3,Walney Extension Ltd,2018-04-17 05:37:00,WLNYO-3,RURE,T
,,,,,,,,,,,,999.0,999.0,999.0,1,2,,,T_WLNYO-4,Walney Extension Ltd,2018-04-17 05:39:00,WLNYO-4,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_WLNYW-1,Walney Offshore Windfarms Ltd,2013-05-14 08:30:00,WLNYW-1,RURE,T
,,,,,,,,,,,,205.0,205.0,205.0,60,120,,,T_WTMSO-1,Westermost Rough Limited,2015-06-04 12:58:00,WTMSO-1,RURE,T
,,,,,,,,,,,,1.0,,,,,,,T_WYLF-1,NDA,2001-03-22 17:06:00,WYLF-1,RURE,T
,,,,,,,,,,,,1.0,,,,,,,T_WYLF-2,NDA,2001-03-22 17:06:00,WYLF-2,RURE,T
,,,,,,,,,,,,2.0,2.0,1.0,40,100,,,T_WYLF-3,NDA,2001-09-07 01:43:00,WYLF-3,RURE,T
,,,,,,,,,,,,1.0,,,,,,,T_WYLF-4,NDA,2001-03-22 17:07:00,WYLF-4,RURE,T
,,,,,,,,,,,,0.5,,,,,,,T__MYELT001,Marble Power Limited,2018-06-12 23:59:00,RHAMD-1,RURE,T
,,,,,,,999.0,999.0,999.0,7,6,,,,,,,,2__AANGE001,Limejump Energy Limited,2018-09-03 05:25:00,AG-ALIM02,RDRE,S
,,,,,,,10.0,,,,,,,,,,,,2__AEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,EAS-EST01,RDRE,G
,,,,,,,10.0,,,,,,,,,,,,2__CEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,LON-EST01,RDRE,G
,,,,,,,10.0,,,,,,,,,,,,2__DEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,MNW-EST01,RDRE,G
,,,,,,,5.6,,,,,,,,,,,,2__DPGEN001,E.ON UK plc,2018-10-14 13:47:00,MNW-PGU02,RDRE,S
,,,,,,,999.0,999.0,999.0,21,20,,,,,,,,2__EANGE001,Limejump Energy Limited,2018-10-01 05:18:00,AG-ELIM02,RDRE,S
,,,,,,,10.0,,,,,,,,,,,,2__FMAGN000,DONG Energy Power Sales UK Ltd,2017-11-07 12:00:00,NEE-DON01,RDRE,G
,,,,,,,10.0,,,,,,,,,,,,2__GEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,NWP-EST01,RDRE,G
,,,,,,,10.0,,,,,,,,,,,,2__HEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,STH-EST01,RDRE,G
,,,,,,,10.0,,,,,,,,,,,,2__JEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SEE-EST01,RDRE,G
,,,,,,,10.0,,,,,,,,,,,,2__JVETS000,Vattenfall Energy Trading,2014-03-05 12:00:00,SEE-VTF01,RDRE,G
,,,,,,,10.0,,,,,,,,,,,,2__KEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWA-EST01,RDRE,G
,,,,,,,10.0,,,,,,,,,,,,2__LEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWT-EST01,RDRE,G
,,,,,,,8.0,,,,,,,,,,,,2__MPGEN001,E.ON UK plc,2018-10-14 13:42:00,YEP-PGU03,RDRE,S
,,,,,,,8.0,,,,,,,,,,,,2__MPGEN002,E.ON UK plc,2018-10-14 13:44:00,YEP-PGU02,RDRE,S
,,,,,,,225.0,225.0,225.0,40,30,,,,,,,,2__PPGEN003,E.ON UK plc,2017-08-01 16:18:00,CMSTW-1,RDRE,S
,,,,,,,15.0,,,,,,,,,,,,2__PSTAT001,Statkraft Markets Gmbh,2014-04-08 13:54:00,CAIRW-2,RDRE,S
,,,,,,,15.0,,,,,,,,,,,,2__PSTAT002,Statkraft Markets Gmbh,2014-11-26 10:22:00,MDHLW-1,RDRE,S
,,,,,,,999.0,,,,,,,,,,,,E_BABAW-1,Statkraft Markets Gmbh,2013-05-14 07:51:00,BABAW-1,RDRE,E
,,,,,,,30.0,,,,,,,,,,,,E_BETHW-1,SP Renewables (UK) Limited,2016-08-23 11:14:00,BETHW-1,RDRE,E
,,,,,,,16.0,,,,,,,,,,,,E_BRGG-1,Centrica Brigg Limited,2012-05-31 22:40:00,BRGG-1,RDRE,E
,,,,,,,15.0,999.0,,10,,,,,,,,,E_BRYP-1,Centrica Barry Limited,2017-05-11 11:11:00,BRYP-1,RDRE,E
,,,,,,,44.0,,,,,,,,,,,,E_BTUIW-2,SP Renewables (UK) Limited,2016-08-23 11:14:00,BTUIW-2,RDRE,E
,,,,,,,90.0,90.0,90.0,10,1,,,,,,,,E_BURBO,Orsted Burbo (UK) Limited,2018-04-17 05:46:00,BURBW-1,RDRE,E
,,,,,,,40.0,40.0,40.0,40,20,,,,,,,,E_CLAC-1,SSE Generation Ltd,2012-08-23 15:38:00,CLAC-1,RDRE,E
,,,,,,,15.0,,,,,,,,,,,,E_CLFLW-1,SP Renewables (UK) Limited,2016-08-23 11:14:00,CLFLW-1,RDRE,E
,,,,,,,20.0,20.0,20.0,400,100,,,,,,,,E_CORB-1,CORBY POWER LIMITED,2018-10-11 06:49:00,CORB-1,RDRE,E
,,,,,,,70.0,,,,,,,,,,,,E_COWE1,RWE Generation UK plc,2018-03-31 22:58:00,COWE1,RDRE,E
,,,,,,,70.0,,,,,,,,,,,,E_COWE2,RWE Generation UK plc,2018-03-31 22:58:00,COWE2,RDRE,E
,,,,,,,10.0,,,,,,,,,,,,E_CWMD-1,RWE Generation UK plc,2001-03-22 16:25:00,CWMD-1,RDRE,E
,,,,,,,5.0,5.0,5.0,228,52,,,,,,,,E_DERW-1,Derwent CoGeneration Ltd,2010-10-25 09:28:00,DERW-1,RDRE,E
,,,,,,,40.0,,,,,,,,,,,,E_DIDC1G,RWE Generation UK plc,2016-03-31 14:13:00,DIDC01G,RDRE,E
,,,,,,,40.0,,,,,,,,,,,,E_DIDC2G,RWE Generation UK plc,2016-03-31 14:14:00,DIDC02G,RDRE,E
,,,,,,,40.0,,,,,,,,,,,,E_DIDC3G,RWE Generation UK plc,2016-03-31 14:14:00,DIDC03G,RDRE,E
,,,,,,,40.0,,,,,,,,,,,,E_DIDC4G,RWE Generation UK plc,2016-03-31 14:15:00,DIDC04G,RDRE,E
,,,,,,,6.0,6.0,6.0,22,7,,,,,,,,E_FASN-3,SSE Generation Ltd,2005-11-22 09:00:00,FASN3,RDRE,E
,,,,,,,0.2,0.2,0.2,2,1,,,,,,,,E_FAWN-1,ESSO Petroleum Company Ltd,2017-03-08 13:24:00,FAWN-1,RDRE,E
,,,,,,,8.0,8.0,8.0,80,40,,,,,,,,E_FELL-1,NDA,2002-03-12 15:07:00,FELL-1,RDRE,E
,,,,,,,999.0,,,,,,,,,,,,E_GLOFW-1,Glens of Foudland Ltd,2017-03-31 11:10:00,GLOFW-1,RDRE,E
,,,,,,,22.0,25.0,0.2,220,1,,,,,,,,E_GYAR-1,RWE Generation UK plc,2018-05-01 13:28:00,GYAR-1,RDRE,E
,,,,,,,52.0,,,,,,,,,,,,E_HBHDW-1,LDV Harburnhead Ltd,2017-03-14 15:56:00,HBHDW-1,RDRE,E
,,,,,,,999.0,,,,,,,,,,,,E_HLTWW-1,SP Generation Ltd,2013-05-14 08:15:00,HLTWW-1,RDRE,E
,,,,,,,15.0,,,,,,,,,,,,E_HRHLW-1,SP Renewables (UK) Limited,2017-08-10 15:38:00,HRHLW-1,RDRE,E
,,,,,,,8.0,3.0,5.0,185,100,,,,,,,,E_KLYN-A-1,Centrica KL Limited,2009-01-06 23:48:00,KLYN-A-1,RDRE,E
,,,,,,,4.0,,,,,,,,,,,,E_LCHWT-1,GFP Trading Ltd,2018-04-27 13:49:00,LCHWT-1,RDRE,E
,,,,,,,6.0,,,,,,,,,,,,E_LSTWY-1,GFP Trading Ltd,2018-04-27 13:48:00,LSTWY-1,RDRE,E
,,,,,,,10.0,,,,,,,,,,,,E_MANXENR-1,Npower Limited,2001-03-26 11:00:00,MANXENR-1,RDRE,E
,,,,,,,0.2,2.0,,32,,,,,,,,,E_MARK-1,Npower Limited,2017-10-15 21:03:00,MARK-1,RDRE,E
,,,,,,,20.0,,,,,,,,,,,,E_PETEM1,Centrica PB Limited,2017-10-30 04:30:00,PETEM1,RDRE,E
,,,,,,,10.0,,,,,,,,,,,,E_RDFRB-1,GFP Trading Ltd,2018-04-27 13:48:00,RDFRB-1,RDRE,E
,,,,,,,10.0,,,,,,,,,,,,E_RDFRD-1,GFP Trading Ltd,2018-04-27 13:47:00,RDFRD-1,RDRE,E
,,,,,,,3.3,3.3,3.3,3,1,,,,,,,,E_SEVINGTN,UK Power Reserve Limited,2013-12-16 09:15:00,SEVIU-1,RDRE,E
,,,,,,,11.0,25.0,10.0,140,60,,,,,,,,E_SHOS-1,SP Generation Ltd,2012-07-02 14:06:00,SHOS-1,RDRE,E
,,,,,,,14.0,,,,,,,,,,,,E_TAYL2G,Uniper UK Limited,2018-06-26 13:13:00,TAYL2G,RDRE,E
,,,,,,,13.0,,,,,,,,,,,,E_TAYL3G,Uniper UK Limited,2018-06-26 13:17:00,TAYL3G,RDRE,E
,,,,,,,3.0,,,,,,,,,,,,E_TDRVE-1,GFP Trading Ltd,2018-04-27 13:47:00,TDRVE-1,RDRE,E
,,,,,,,9.0,,,,,,,,,,,,E_WTRLN-1,GFP Trading Ltd,2018-04-27 13:50:00,WTRLN-1,RDRE,E
,,,,,,,10.0,,,,,,,,,,,,I_IFD-ELEE1,Electrabel SA,2001-04-10 11:00:00,IFD-ELEE1,RDRE,I
,,,,,,,10.0,,,,,,,,,,,,I_IFD-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFD-INNE1,RDRE,I
,,,,,,,10.0,,,,,,,,,,,,I_IFG-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFG-INNE1,RDRE,I
,,,,,,,10.0,,,,,,,,,,,,I_IID-ELTR1,ElectroRoute Energy Trading,2012-12-28 11:23:00,IID-ELTR1,RDRE,I
,,,,,,,10.0,,,,,,,,,,,,I_IIG-ELTR1,ElectroRoute Energy Trading,2012-12-28 11:22:00,IIG-ELTR1,RDRE,I
,,,,,,,5.0,5.0,5.0,97,42,,,,,,,,M_CAS-BEU01,SSE Generation Ltd,2005-04-01 01:30:00,CAS-BEU01,RDRE,T
,,,,,,,4.0,3.0,1.0,22,4,,,,,,,,M_CAS-CLU01,SSE Generation Ltd,2010-06-05 20:38:00,CAS-CLU01,RDRE,T
,,,,,,,1.0,1.0,1.0,85,31,,,,,,,,M_CAS-CON01,SSE Generation Ltd,2017-02-12 14:43:00,CAS-CON01,RDRE,T
,,,,,,,3.0,2.0,2.0,38,23,,,,,,,,M_CAS-GAR01,SSE Generation Ltd,2009-11-20 15:58:00,CAS-GAR01,RDRE,T
,,,,,,,4.0,4.0,4.0,60,14,,,,,,,,M_CAS-KIL01,SSE Generation Ltd,2005-04-01 02:41:00,CAS-KIL01,RDRE,T
,,,,,,,6.0,6.0,6.0,72,50,,,,,,,,M_CAS-MOR01,SSE Generation Ltd,2009-11-20 16:00:00,CAS-MOR01,RDRE,T
,,,,,,,12.0,12.0,12.0,30,3,,,,,,,,M_SLOY-1,SSE Generation Ltd,2005-03-31 23:00:00,SLOY-1,RDRE,T
,,,,,,,10.0,10.0,10.0,30,3,,,,,,,,M_SLOY-4,SSE Generation Ltd,2005-03-31 23:01:00,SLOY-4,RDRE,T
,,,,,,,5.0,0.4,58.0,240,234,,,,,,,,T_ABTH7,RWE Generation UK plc,2018-09-23 20:07:00,ABTH7,RDRE,T
,,,,,,,17.0,,,,,,,,,,,,T_ABTH7G,RWE Generation UK plc,2017-03-31 08:25:00,ABTH7G,RDRE,T
,,,,,,,5.0,0.4,58.0,240,234,,,,,,,,T_ABTH8,RWE Generation UK plc,2018-10-11 16:43:00,ABTH8,RDRE,T
,,,,,,,17.0,,,,,,,,,,,,T_ABTH8G,RWE Generation UK plc,2017-03-31 08:26:00,ABTH8G,RDRE,T
,,,,,,,5.0,0.4,58.0,240,234,,,,,,,,T_ABTH9,RWE Generation UK plc,2018-09-03 19:21:00,ABTH9,RDRE,T
,,,,,,,17.0,,,,,,,,,,,,T_ABTH9G,RWE Generation UK plc,2017-03-31 08:26:00,ABTH9G,RDRE,T
,,,,,,,10.0,,,,,,,,,,,,T_ANSUW-1,Npower Limited,2018-08-16 17:58:00,ANSUW-1,RDRE,T
,,,,,,,114.0,,,,,,,,,,,,T_ARCHW-1,SP Renewables (UK) Limited,2016-08-23 11:13:00,ARCHW-1,RDRE,T
